Kanji	Hanzi	Syllabe	ModeSyl	Mode2Syl	LieuSyl	Label	DansDict	FichierJap	Pinyin	ModePin	Mode2Pin	LieuPin	FichierCh
絶	绝	ze	affriquee	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2110.T2.jp.snt	jué	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0040.T2.ch.snt
見	见	mi	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2110.T2.jp.snt	jiàn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0379.T2.ch.snt
乱	乱	ran	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1595.T2.jp.snt	luàn	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0345.T2.ch.snt
二	二	ni	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0506.T2.jp.snt	èr	voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0130.T2.ch.snt
回	回	kai	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0506.T2.jp.snt	huí	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0424.T2.ch.snt
私	私	watashi	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0515.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0737.T2.ch.snt
今	今	ima	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0515.T2.jp.snt	jīn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0002.T2.ch.snt
文	文	bun	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0769.T2.jp.snt	wén	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0562.T2.ch.snt
化	化	ka	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0769.T2.jp.snt	huà	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0181.T2.ch.snt
十	十	juu	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0769.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0408.T2.ch.snt
月	月	gatsu	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0769.T2.jp.snt	yuè	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0286.T2.ch.snt
一	一	hito	fricative	_	palatale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0769.T2.jp.snt	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_1106.T2.ch.snt
人	人	ri	battue	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0769.T2.jp.snt	rén	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Dev_CH_0738.T2.ch.snt
味	味	mi	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0080.T2.jp.snt	wèi	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0004.T2.ch.snt
汁	汁	shiru	fricative	sourde	alveolo-palatale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0080.T2.jp.snt	zhī	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0008.T2.ch.snt
水	水	mizu	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2846.T2.jp.snt	shuǐ	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0566.T2.ch.snt
水	水	mizu	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2846.T2.jp.snt	shuǐ	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1109.T2.ch.snt
水	水	mizu	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2846.T2.jp.snt	shuǐ	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0429.T2.ch.snt
加	加	ka	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2846.T2.jp.snt	jiā	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0654.T2.ch.snt
一	一	ichi	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1422.T2.jp.snt	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_1179.T2.ch.snt
時	时	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1422.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1049.T2.ch.snt
間	间	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1422.T2.jp.snt	jiān	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0820.T2.ch.snt
一	一	ichi	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1422.T2.jp.snt	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0631.T2.ch.snt
時	时	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1422.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0885.T2.ch.snt
間	间	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1422.T2.jp.snt	jiān	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0021.T2.ch.snt
二	二	ni	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1422.T2.jp.snt	èr	voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0085.T2.ch.snt
時	时	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1422.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0238.T2.ch.snt
間	间	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1422.T2.jp.snt	jiān	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0633.T2.ch.snt
着	着	tsu	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1422.T2.jp.snt	zhe	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0043.T2.ch.snt
私	私	watashi	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0646.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0737.T2.ch.snt
席	席	seki	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0646.T2.jp.snt	xí	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0194.T2.ch.snt
真	真	ma	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0646.T2.jp.snt	zhēn	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0010.T2.ch.snt
知	知	shi	fricative	sourde	alveolo-palatale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0852.T2.jp.snt	zhī	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0053.T2.ch.snt
知	知	shi	fricative	sourde	alveolo-palatale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0852.T2.jp.snt	zhī	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0762.T2.ch.snt
曲	曲	kyoku	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0363.T2.jp.snt	qū	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0237.T2.ch.snt
過	过	su	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0886.T2.jp.snt	guò	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0605.T2.ch.snt
全	全	matta	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0886.T2.jp.snt	quán	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1184.T2.ch.snt
不	不	fu	fricative	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0886.T2.jp.snt	bù	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_1284.T2.ch.snt
自	自	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0886.T2.jp.snt	zì	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0625.T2.ch.snt
由	由	yuu	spirant	_	palatal	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0886.T2.jp.snt	yóu	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0569.T2.ch.snt
程	程	tei	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0886.T2.jp.snt	chéng	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0556.T2.ch.snt
度	度	do	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0886.T2.jp.snt	dù	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1137.T2.ch.snt
本	本	pon	occlusive	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2717.T2.jp.snt	běn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0766.T2.ch.snt
病	病	byou	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2717.T2.jp.snt	bìng	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_1033.T2.ch.snt
百	百	hyaku	fricative	_	palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2717.T2.jp.snt	bǎi	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0006.T2.ch.snt
病	病	byou	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2717.T2.jp.snt	bìng	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0580.T2.ch.snt
母	母	kaa	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0846.T2.jp.snt	mǔ	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0315.T2.ch.snt
得	得	toku	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0846.T2.jp.snt	dé	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0230.T2.ch.snt
意	意	i	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0846.T2.jp.snt	yì	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_1119.T2.ch.snt
料	料	ryou	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0846.T2.jp.snt	liào	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0688.T2.ch.snt
理	理	ri	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0846.T2.jp.snt	lǐ	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0951.T2.ch.snt
何	何	nan	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0846.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0671.T2.ch.snt
一	一	ichi	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2276.T2.jp.snt	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0230.T2.ch.snt
年	年	nen	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2276.T2.jp.snt	nián	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0185.T2.ch.snt
目	目	moku	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2276.T2.jp.snt	mù	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_1232.T2.ch.snt
標	标	hyou	fricative	_	palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2276.T2.jp.snt	biāo	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0826.T2.ch.snt
友	友	tomo	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2831.T2.jp.snt	yǒu	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0770.T2.ch.snt
達	达	dachi	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2831.T2.jp.snt	dá	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1049.T2.ch.snt
本	本	pon	occlusive	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3300.T2.jp.snt	běn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0821.T2.ch.snt
場	场	ba	occlusive	sonore	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3300.T2.jp.snt	chǎng	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0849.T2.ch.snt
合	合	a	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3300.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0714.T2.ch.snt
公	公	kou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3300.T2.jp.snt	gōng	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0288.T2.ch.snt
立	立	ritsu	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3300.T2.jp.snt	lì	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0113.T2.ch.snt
高	高	kou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3300.T2.jp.snt	gāo	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0528.T2.ch.snt
校	校	kou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3300.T2.jp.snt	xiào	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0774.T2.ch.snt
業	业	gyou	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3300.T2.jp.snt	yè	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0336.T2.ch.snt
料	料	ryou	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3300.T2.jp.snt	liào	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0803.T2.ch.snt
無	无	mu	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3300.T2.jp.snt	wú	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0771.T2.ch.snt
料	料	ryou	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3300.T2.jp.snt	liào	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1103.T2.ch.snt
写	写	sha	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1578.T2.jp.snt	xiě	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0847.T2.ch.snt
真	真	shin	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1578.T2.jp.snt	zhēn	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0828.T2.ch.snt
自	自	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0448.T2.jp.snt	zì	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0754.T2.ch.snt
分	分	bun	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0448.T2.jp.snt	fēn	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0967.T2.ch.snt
率	率	so	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0448.T2.jp.snt	lǜ	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1261.T2.ch.snt
先	先	sen	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0448.T2.jp.snt	xiān	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1220.T2.ch.snt
行	行	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0448.T2.jp.snt	xíng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0243.T2.ch.snt
向	向	mu	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0448.T2.jp.snt	xiàng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0176.T2.ch.snt
人	人	hito	fricative	_	palatale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0448.T2.jp.snt	rén	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Test_CH_0664.T2.ch.snt
見	见	mi	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0448.T2.jp.snt	jiàn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1105.T2.ch.snt
向	向	mu	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0448.T2.jp.snt	xiàng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0254.T2.ch.snt
向	向	mu	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0448.T2.jp.snt	xiàng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0575.T2.ch.snt
本	本	pon	occlusive	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0972.T2.jp.snt	běn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0448.T2.ch.snt
海	海	kai	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0972.T2.jp.snt	hǎi	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0766.T2.ch.snt
外	外	gai	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0972.T2.jp.snt	wài	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0362.T2.ch.snt
辛	辛	tsura	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0325.T2.jp.snt	xīn	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_1150.T2.ch.snt
温	温	on	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0417.T2.jp.snt	wēn	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_1175.T2.ch.snt
度	度	do	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0417.T2.jp.snt	dù	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0326.T2.ch.snt
大	大	dai	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0417.T2.jp.snt	dà	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0981.T2.ch.snt
事	事	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0417.T2.jp.snt	shì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0929.T2.ch.snt
好	好	su	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2546.T2.jp.snt	hǎo	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0589.T2.ch.snt
政	政	sei	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2546.T2.jp.snt	zhèng	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1220.T2.ch.snt
治	治	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2546.T2.jp.snt	zhì	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1033.T2.ch.snt
亀	龟	kame	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0594.T2.jp.snt	guī	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0615.T2.ch.snt
新	新	nii	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0594.T2.jp.snt	xīn	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1002.T2.ch.snt
学	学	gaku	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0361.T2.jp.snt	xué	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0515.T2.ch.snt
生	生	sei	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0361.T2.jp.snt	shēng	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0590.T2.ch.snt
時	时	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0361.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1008.T2.ch.snt
代	代	dai	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0361.T2.jp.snt	dài	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1220.T2.ch.snt
部	部	bu	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0361.T2.jp.snt	bù	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0939.T2.ch.snt
活	活	katsu	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0361.T2.jp.snt	huó	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_1167.T2.ch.snt
何	何	nani	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0361.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0244.T2.ch.snt
部	部	bu	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0361.T2.jp.snt	bù	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0392.T2.ch.snt
活	活	katsu	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0361.T2.jp.snt	huó	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_1111.T2.ch.snt
生	生	sei	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2533.T2.jp.snt	shēng	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0108.T2.ch.snt
活	活	katsu	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2533.T2.jp.snt	huó	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0952.T2.ch.snt
水	水	sui	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2533.T2.jp.snt	shuǐ	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0212.T2.ch.snt
準	准	jun	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2533.T2.jp.snt	zhǔn	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0202.T2.ch.snt
根	根	kon	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2533.T2.jp.snt	gēn	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_1054.T2.ch.snt
本	本	pon	occlusive	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2533.T2.jp.snt	běn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0552.T2.ch.snt
的	的	teki	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2533.T2.jp.snt	de	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0544.T2.ch.snt
違	违	chiga	affriquee	sourde	alveolo-palatale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2533.T2.jp.snt	wéi	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0268.T2.ch.snt
色	色	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2533.T2.jp.snt	sè	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0475.T2.ch.snt
店	店	mise	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0269.T2.jp.snt	diàn	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0529.T2.ch.snt
